age,confirmed_cases,death_cases,date,date_dt
under_10s,6862,0.0,2021-06-23,2021-06-23
10s,10969,0.0,2021-06-23,2021-06-23
20s,23187,3.0,2021-06-23,2021-06-23
30s,21272,8.0,2021-06-23,2021-06-23
40s,23420,15.0,2021-06-23,2021-06-23
50s,28029,73.0,2021-06-23,2021-06-23
60s,22711,240.0,2021-06-23,2021-06-23
70s,10226,571.0,2021-06-23,2021-06-23
over_80s,5869,1097.0,2021-06-23,2021-06-23
under_10s,6823,0.0,2021-06-22,2021-06-22
10s,10902,0.0,2021-06-22,2021-06-22
20s,23066,3.0,2021-06-22,2021-06-22
30s,21175,8.0,2021-06-22,2021-06-22
40s,23301,15.0,2021-06-22,2021-06-22
50s,27908,73.0,2021-06-22,2021-06-22
60s,22653,239.0,2021-06-22,2021-06-22
70s,10210,571.0,2021-06-22,2021-06-22
over_80s,5863,1097.0,2021-06-22,2021-06-22
under_10s,6805,0.0,2021-06-21,2021-06-21
10s,10864,0.0,2021-06-21,2021-06-21
20s,23005,3.0,2021-06-21,2021-06-21
30s,21107,8.0,2021-06-21,2021-06-21
40s,23225,15.0,2021-06-21,2021-06-21
50s,27820,73.0,2021-06-21,2021-06-21
60s,22622,237.0,2021-06-21,2021-06-21
70s,10199,571.0,2021-06-21,2021-06-21
over_80s,5859,1097.0,2021-06-21,2021-06-21
under_10s,6784,0.0,2021-06-20,2021-06-20
10s,10825,0.0,2021-06-20,2021-06-20
20s,22955,3.0,2021-06-20,2021-06-20
30s,21059,8.0,2021-06-20,2021-06-20
40s,23151,15.0,2021-06-20,2021-06-20
50s,27751,73.0,2021-06-20,2021-06-20
60s,22582,237.0,2021-06-20,2021-06-20
70s,10186,570.0,2021-06-20,2021-06-20
over_80s,5856,1096.0,2021-06-20,2021-06-20
under_10s,6764,0.0,2021-06-19,2021-06-19
10s,10799,0.0,2021-06-19,2021-06-19
20s,22876,3.0,2021-06-19,2021-06-19
30s,20984,8.0,2021-06-19,2021-06-19
40s,23077,15.0,2021-06-19,2021-06-19
50s,27671,73.0,2021-06-19,2021-06-19
60s,22524,235.0,2021-06-19,2021-06-19
70s,10175,567.0,2021-06-19,2021-06-19
over_80s,5850,1096.0,2021-06-19,2021-06-19
under_10s,6733,0.0,2021-06-18,2021-06-18
10s,10755,0.0,2021-06-18,2021-06-18
20s,22788,3.0,2021-06-18,2021-06-18
30s,20919,8.0,2021-06-18,2021-06-18
40s,22993,15.0,2021-06-18,2021-06-18
50s,27580,72.0,2021-06-18,2021-06-18
60s,22467,235.0,2021-06-18,2021-06-18
70s,10154,567.0,2021-06-18,2021-06-18
over_80s,5849,1096.0,2021-06-18,2021-06-18
under_10s,6704,0.0,2021-06-17,2021-06-17
10s,10717,0.0,2021-06-17,2021-06-17
20s,22691,3.0,2021-06-17,2021-06-17
30s,20833,8.0,2021-06-17,2021-06-17
40s,22899,15.0,2021-06-17,2021-06-17
50s,27500,72.0,2021-06-17,2021-06-17
60s,22397,233.0,2021-06-17,2021-06-17
70s,10144,567.0,2021-06-17,2021-06-17
over_80s,5846,1096.0,2021-06-17,2021-06-17
under_10s,6678,0.0,2021-06-16,2021-06-16
10s,10680,0.0,2021-06-16,2021-06-16
20s,22600,3.0,2021-06-16,2021-06-16
30s,20739,8.0,2021-06-16,2021-06-16
40s,22806,15.0,2021-06-16,2021-06-16
50s,27400,72.0,2021-06-16,2021-06-16
60s,22323,232.0,2021-06-16,2021-06-16
70s,10122,567.0,2021-06-16,2021-06-16
over_80s,5843,1096.0,2021-06-16,2021-06-16
under_10s,6631,0.0,2021-06-15,2021-06-15
10s,10628,0.0,2021-06-15,2021-06-15
20s,22499,3.0,2021-06-15,2021-06-15
30s,20654,8.0,2021-06-15,2021-06-15
50s,27325,72.0,2021-06-15,2021-06-15
60s,22268,232.0,2021-06-15,2021-06-15
70s,10108,566.0,2021-06-15,2021-06-15
over_80s,5837,1096.0,2021-06-15,2021-06-15
under_10s,6609,0.0,2021-06-14,2021-06-14
10s,10604,0.0,2021-06-14,2021-06-14
20s,22440,3.0,2021-06-14,2021-06-14
30s,20588,8.0,2021-06-14,2021-06-14
40s,22624,15.0,2021-06-14,2021-06-14
50s,27244,72.0,2021-06-14,2021-06-14
60s,22236,232.0,2021-06-14,2021-06-14
70s,10097,564.0,2021-06-14,2021-06-14
over_80s,5831,1094.0,2021-06-14,2021-06-14
under_10s,6594,0.0,2021-06-14,2021-06-14
10s,10572,0.0,2021-06-14,2021-06-14
20s,22372,3.0,2021-06-14,2021-06-14
30s,20515,8.0,2021-06-14,2021-06-14
40s,22547,15.0,2021-06-14,2021-06-14
50s,27170,72.0,2021-06-14,2021-06-14
60s,22196,232.0,2021-06-14,2021-06-14
70s,10080,562.0,2021-06-14,2021-06-14
over_80s,5828,1093.0,2021-06-14,2021-06-14
under_10s,6594,0.0,2021-06-13,2021-06-13
10s,10572,0.0,2021-06-13,2021-06-13
20s,22372,3.0,2021-06-13,2021-06-13
30s,20515,8.0,2021-06-13,2021-06-13
40s,22547,15.0,2021-06-13,2021-06-13
50s,27170,72.0,2021-06-13,2021-06-13
60s,22196,232.0,2021-06-13,2021-06-13
70s,10080,562.0,2021-06-13,2021-06-13
over_80s,5828,1093.0,2021-06-13,2021-06-13
under_10s,6570,0.0,2021-06-12,2021-06-12
10s,10541,0.0,2021-06-12,2021-06-12
20s,22303,3.0,2021-06-12,2021-06-12
30s,20446,8.0,2021-06-12,2021-06-12
40s,22472,15.0,2021-06-12,2021-06-12
50s,27088,71.0,2021-06-12,2021-06-12
60s,22124,231.0,2021-06-12,2021-06-12
70s,10057,562.0,2021-06-12,2021-06-12
over_80s,5821,1092.0,2021-06-12,2021-06-12
under_10s,6529,0.0,2021-06-11,2021-06-11
10s,10495,0.0,2021-06-11,2021-06-11
20s,22209,3.0,2021-06-11,2021-06-11
30s,20348,8.0,2021-06-11,2021-06-11
40s,22359,15.0,2021-06-11,2021-06-11
50s,27006,71.0,2021-06-11,2021-06-11
60s,22057,231.0,2021-06-11,2021-06-11
70s,10041,562.0,2021-06-11,2021-06-11
over_80s,5815,1091.0,2021-06-11,2021-06-11
under_10s,6504,0.0,2021-06-10,2021-06-10
10s,10453,0.0,2021-06-10,2021-06-10
20s,22096,3.0,2021-06-10,2021-06-10
30s,20249,8.0,2021-06-10,2021-06-10
40s,22264,15.0,2021-06-10,2021-06-10
50s,26904,71.0,2021-06-10,2021-06-10
60s,21999,231.0,2021-06-10,2021-06-10
70s,10028,561.0,2021-06-10,2021-06-10
over_80s,5806,1090.0,2021-06-10,2021-06-10
under_10s,6469,0.0,2021-06-09,2021-06-09
10s,10421,0.0,2021-06-09,2021-06-09
20s,21987,3.0,2021-06-09,2021-06-09
30s,20142,8.0,2021-06-09,2021-06-09
40s,22133,15.0,2021-06-09,2021-06-09
50s,26801,71.0,2021-06-09,2021-06-09
60s,21930,231.0,2021-06-09,2021-06-09
70s,10009,559.0,2021-06-09,2021-06-09
over_80s,5800,1090.0,2021-06-09,2021-06-09
under_10s,6436,0.0,2021-06-08,2021-06-08
10s,10388,0.0,2021-06-08,2021-06-08
20s,21888,3.0,2021-06-08,2021-06-08
30s,20043,8.0,2021-06-08,2021-06-08
40s,21989,15.0,2021-06-08,2021-06-08
50s,26691,71.0,2021-06-08,2021-06-08
60s,21874,231.0,2021-06-08,2021-06-08
70s,9986,558.0,2021-06-08,2021-06-08
over_80s,5796,1089.0,2021-06-08,2021-06-08
under_10s,6411,0.0,2021-06-07,2021-06-07
10s,10354,0.0,2021-06-07,2021-06-07
20s,21808,3.0,2021-06-07,2021-06-07
30s,19964,8.0,2021-06-07,2021-06-07
40s,21906,15.0,2021-06-07,2021-06-07
50s,26607,71.0,2021-06-07,2021-06-07
60s,21821,231.0,2021-06-07,2021-06-07
70s,9976,558.0,2021-06-07,2021-06-07
over_80s,5790,1088.0,2021-06-07,2021-06-07
under_10s,6386,0.0,2021-06-06,2021-06-06
10s,10323,0.0,2021-06-06,2021-06-06
20s,21718,3.0,2021-06-06,2021-06-06
30s,19883,8.0,2021-06-06,2021-06-06
40s,21822,15.0,2021-06-06,2021-06-06
50s,26524,71.0,2021-06-06,2021-06-06
60s,21753,230.0,2021-06-06,2021-06-06
70s,9959,558.0,2021-06-06,2021-06-06
over_80s,5784,1088.0,2021-06-06,2021-06-06
under_10s,6361,0.0,2021-06-05,2021-06-05
10s,10276,0.0,2021-06-05,2021-06-05
20s,21606,3.0,2021-06-05,2021-06-05
30s,19809,8.0,2021-06-05,2021-06-05
40s,21709,15.0,2021-06-05,2021-06-05
50s,26432,70.0,2021-06-05,2021-06-05
60s,21693,230.0,2021-06-05,2021-06-05
70s,9931,558.0,2021-06-05,2021-06-05
over_80s,5779,1087.0,2021-06-05,2021-06-05
under_10s,6321,0.0,2021-06-04,2021-06-04
10s,10216,0.0,2021-06-04,2021-06-04
20s,21481,3.0,2021-06-04,2021-06-04
30s,19693,8.0,2021-06-04,2021-06-04
40s,21590,15.0,2021-06-04,2021-06-04
50s,26295,70.0,2021-06-04,2021-06-04
60s,21590,230.0,2021-06-04,2021-06-04
70s,9898,557.0,2021-06-04,2021-06-04
over_80s,5768,1086.0,2021-06-04,2021-06-04
under_10s,6278,0.0,2021-06-03,2021-06-03
10s,10164,0.0,2021-06-03,2021-06-03
20s,21366,3.0,2021-06-03,2021-06-03
30s,19569,8.0,2021-06-03,2021-06-03
40s,21461,15.0,2021-06-03,2021-06-03
50s,26179,70.0,2021-06-03,2021-06-03
60s,21505,230.0,2021-06-03,2021-06-03
70s,9882,557.0,2021-06-03,2021-06-03
over_80s,5753,1085.0,2021-06-03,2021-06-03
under_10s,6248,0.0,2021-06-02,2021-06-02
10s,10107,0.0,2021-06-02,2021-06-02
20s,21252,3.0,2021-06-02,2021-06-02
30s,19457,8.0,2021-06-02,2021-06-02
40s,21340,15.0,2021-06-02,2021-06-02
50s,26049,70.0,2021-06-02,2021-06-02
60s,21427,229.0,2021-06-02,2021-06-02
70s,9852,556.0,2021-06-02,2021-06-02
over_80s,5744,1084.0,2021-06-02,2021-06-02
under_10s,6220,0.0,2021-06-01,2021-06-01
10s,10064,0.0,2021-06-01,2021-06-01
20s,21150,3.0,2021-06-01,2021-06-01
30s,19339,8.0,2021-06-01,2021-06-01
40s,21207,15.0,2021-06-01,2021-06-01
50s,25901,69.0,2021-06-01,2021-06-01
60s,21357,229.0,2021-06-01,2021-06-01
70s,9825,556.0,2021-06-01,2021-06-01
over_80s,5736,1083.0,2021-06-01,2021-06-01
under_10s,6195,0.0,2021-05-31,2021-05-31
10s,9999,0.0,2021-05-31,2021-05-31
20s,21081,3.0,2021-05-31,2021-05-31
30s,19268,8.0,2021-05-31,2021-05-31
40s,21139,15.0,2021-05-31,2021-05-31
50s,25822,69.0,2021-05-31,2021-05-31
60s,21298,229.0,2021-05-31,2021-05-31
70s,9807,553.0,2021-05-31,2021-05-31
over_80s,5731,1082.0,2021-05-31,2021-05-31
under_10s,6181,0.0,2021-05-30,2021-05-30
10s,9973,0.0,2021-05-30,2021-05-30
20s,20992,3.0,2021-05-30,2021-05-30
30s,19200,8.0,2021-05-30,2021-05-30
40s,21073,15.0,2021-05-30,2021-05-30
50s,25747,69.0,2021-05-30,2021-05-30
60s,21238,229.0,2021-05-30,2021-05-30
70s,9784,552.0,2021-05-30,2021-05-30
over_80s,5722,1081.0,2021-05-30,2021-05-30
under_10s,6165,0.0,2021-05-29,2021-05-29
10s,9930,0.0,2021-05-29,2021-05-29
20s,20902,3.0,2021-05-29,2021-05-29
30s,19126,8.0,2021-05-29,2021-05-29
40s,21004,15.0,2021-05-29,2021-05-29
50s,25657,69.0,2021-05-29,2021-05-29
60s,21170,227.0,2021-05-29,2021-05-29
70s,9761,549.0,2021-05-29,2021-05-29
over_80s,5716,1080.0,2021-05-29,2021-05-29
under_10s,6134,0.0,2021-05-28,2021-05-28
10s,9883,0.0,2021-05-28,2021-05-28
20s,20799,3.0,2021-05-28,2021-05-28
30s,19049,8.0,2021-05-28,2021-05-28
40s,20910,15.0,2021-05-28,2021-05-28
50s,25559,69.0,2021-05-28,2021-05-28
60s,21107,226.0,2021-05-28,2021-05-28
70s,9744,547.0,2021-05-28,2021-05-28
over_80s,5713,1078.0,2021-05-28,2021-05-28
under_10s,6122,0.0,2021-05-27,2021-05-27
10s,9833,0.0,2021-05-27,2021-05-27
20s,20682,3.0,2021-05-27,2021-05-27
30s,18959,8.0,2021-05-27,2021-05-27
40s,20795,15.0,2021-05-27,2021-05-27
50s,25472,69.0,2021-05-27,2021-05-27
60s,21030,226.0,2021-05-27,2021-05-27
70s,9720,546.0,2021-05-27,2021-05-27
over_80s,5698,1076.0,2021-05-27,2021-05-27
under_10s,6096,0.0,2021-05-26,2021-05-26
10s,9807,0.0,2021-05-26,2021-05-26
20s,20551,3.0,2021-05-26,2021-05-26
30s,18866,8.0,2021-05-26,2021-05-26
40s,20695,15.0,2021-05-26,2021-05-26
50s,25350,69.0,2021-05-26,2021-05-26
60s,20947,226.0,2021-05-26,2021-05-26
70s,9688,545.0,2021-05-26,2021-05-26
over_80s,5682,1074.0,2021-05-26,2021-05-26
under_10s,6052,0.0,2021-05-25,2021-05-25
10s,9761,0.0,2021-05-25,2021-05-25
20s,20449,3.0,2021-05-25,2021-05-25
30s,18748,8.0,2021-05-25,2021-05-25
40s,20567,15.0,2021-05-25,2021-05-25
50s,25223,68.0,2021-05-25,2021-05-25
60s,20856,225.0,2021-05-25,2021-05-25
70s,9659,545.0,2021-05-25,2021-05-25
over_80s,5668,1074.0,2021-05-25,2021-05-25
under_10s,6034,0.0,2021-05-24,2021-05-24
10s,9727,0.0,2021-05-24,2021-05-24
20s,20366,3.0,2021-05-24,2021-05-24
30s,18654,8.0,2021-05-24,2021-05-24
40s,20475,15.0,2021-05-24,2021-05-24
50s,25130,68.0,2021-05-24,2021-05-24
60s,20782,225.0,2021-05-24,2021-05-24
70s,9635,545.0,2021-05-24,2021-05-24
over_80s,5664,1070.0,2021-05-24,2021-05-24
under_10s,5999,0.0,2021-05-23,2021-05-23
10s,9685,0.0,2021-05-23,2021-05-23
20s,20291,3.0,2021-05-23,2021-05-23
30s,18560,8.0,2021-05-23,2021-05-23
40s,20383,15.0,2021-05-23,2021-05-23
50s,25034,67.0,2021-05-23,2021-05-23
60s,20707,225.0,2021-05-23,2021-05-23
70s,9610,545.0,2021-05-23,2021-05-23
over_80s,5660,1068.0,2021-05-23,2021-05-23
under_10s,5975,0.0,2021-05-22,2021-05-22
10s,9642,0.0,2021-05-22,2021-05-22
20s,20193,3.0,2021-05-22,2021-05-22
30s,18465,8.0,2021-05-22,2021-05-22
40s,20283,15.0,2021-05-22,2021-05-22
50s,24933,67.0,2021-05-22,2021-05-22
60s,20625,225.0,2021-05-22,2021-05-22
70s,9581,545.0,2021-05-22,2021-05-22
over_80s,5647,1063.0,2021-05-22,2021-05-22
under_10s,5948,0.0,2021-05-21,2021-05-21
10s,9594,0.0,2021-05-21,2021-05-21
20s,20062,3.0,2021-05-21,2021-05-21
30s,18353,8.0,2021-05-21,2021-05-21
40s,20169,15.0,2021-05-21,2021-05-21
50s,24833,67.0,2021-05-21,2021-05-21
60s,20540,225.0,2021-05-21,2021-05-21
70s,9544,544.0,2021-05-21,2021-05-21
over_80s,5635,1060.0,2021-05-21,2021-05-21
under_10s,5902,0.0,2021-05-20,2021-05-20
10s,9547,0.0,2021-05-20,2021-05-20
20s,19980,3.0,2021-05-20,2021-05-20
30s,18265,8.0,2021-05-20,2021-05-20
40s,20071,15.0,2021-05-20,2021-05-20
50s,24744,67.0,2021-05-20,2021-05-20
60s,20459,224.0,2021-05-20,2021-05-20
70s,9519,542.0,2021-05-20,2021-05-20
over_80s,5630,1057.0,2021-05-20,2021-05-20
under_10s,5871,0.0,2021-05-19,2021-05-19
10s,9476,0.0,2021-05-19,2021-05-19
20s,19878,3.0,2021-05-19,2021-05-19
30s,18161,8.0,2021-05-19,2021-05-19
40s,19948,15.0,2021-05-19,2021-05-19
50s,24648,67.0,2021-05-19,2021-05-19
60s,20384,224.0,2021-05-19,2021-05-19
70s,9486,542.0,2021-05-19,2021-05-19
over_80s,5619,1053.0,2021-05-19,2021-05-19
under_10s,5841,0.0,2021-05-18,2021-05-18
10s,9420,0.0,2021-05-18,2021-05-18
20s,19776,3.0,2021-05-18,2021-05-18
30s,18061,8.0,2021-05-18,2021-05-18
40s,19844,15.0,2021-05-18,2021-05-18
50s,24526,66.0,2021-05-18,2021-05-18
60s,20289,223.0,2021-05-18,2021-05-18
70s,9453,540.0,2021-05-18,2021-05-18
over_80s,5608,1049.0,2021-05-18,2021-05-18
under_10s,5810,0.0,2021-05-17,2021-05-17
10s,9370,0.0,2021-05-17,2021-05-17
20s,19686,3.0,2021-05-17,2021-05-17
30s,17978,8.0,2021-05-17,2021-05-17
40s,19763,15.0,2021-05-17,2021-05-17
50s,24440,66.0,2021-05-17,2021-05-17
60s,20214,223.0,2021-05-17,2021-05-17
70s,9428,540.0,2021-05-17,2021-05-17
over_80s,5601,1048.0,2021-05-17,2021-05-17
under_10s,5781,0.0,2021-05-16,2021-05-16
10s,9317,0.0,2021-05-16,2021-05-16
20s,19571,3.0,2021-05-16,2021-05-16
30s,17888,8.0,2021-05-16,2021-05-16
40s,19666,15.0,2021-05-16,2021-05-16
50s,24334,66.0,2021-05-16,2021-05-16
60s,20134,223.0,2021-05-16,2021-05-16
70s,9391,540.0,2021-05-16,2021-05-16
over_80s,5589,1045.0,2021-05-16,2021-05-16
under_10s,5735,0.0,2021-05-15,2021-05-15
10s,9274,0.0,2021-05-15,2021-05-15
20s,19481,3.0,2021-05-15,2021-05-15
30s,17806,8.0,2021-05-15,2021-05-15
40s,19572,15.0,2021-05-15,2021-05-15
50s,24219,65.0,2021-05-15,2021-05-15
60s,20051,223.0,2021-05-15,2021-05-15
70s,9349,538.0,2021-05-15,2021-05-15
over_80s,5574,1044.0,2021-05-15,2021-05-15
under_10s,5700,0.0,2021-05-14,2021-05-14
10s,9213,0.0,2021-05-14,2021-05-14
20s,19385,3.0,2021-05-14,2021-05-14
30s,17697,8.0,2021-05-14,2021-05-14
40s,19461,15.0,2021-05-14,2021-05-14
50s,24088,65.0,2021-05-14,2021-05-14
60s,19967,223.0,2021-05-14,2021-05-14
70s,9307,536.0,2021-05-14,2021-05-14
over_80s,5562,1043.0,2021-05-14,2021-05-14
under_10s,5668,0.0,2021-05-13,2021-05-13
10s,9153,0.0,2021-05-13,2021-05-13
20s,19284,3.0,2021-05-13,2021-05-13
30s,17586,8.0,2021-05-13,2021-05-13
40s,19328,15.0,2021-05-13,2021-05-13
50s,23969,65.0,2021-05-13,2021-05-13
60s,19848,223.0,2021-05-13,2021-05-13
70s,9266,535.0,2021-05-13,2021-05-13
over_80s,5531,1042.0,2021-05-13,2021-05-13
under_10s,5633,0.0,2021-05-12,2021-05-12
10s,9089,0.0,2021-05-12,2021-05-12
20s,19190,3.0,2021-05-12,2021-05-12
30s,17472,7.0,2021-05-12,2021-05-12
40s,19201,15.0,2021-05-12,2021-05-12
50s,23836,65.0,2021-05-12,2021-05-12
60s,19754,222.0,2021-05-12,2021-05-12
70s,9228,533.0,2021-05-12,2021-05-12
over_80s,5515,1039.0,2021-05-12,2021-05-12
under_10s,5595,0.0,2021-05-11,2021-05-11
10s,9050,0.0,2021-05-11,2021-05-11
20s,19100,3.0,2021-05-11,2021-05-11
30s,17384,7.0,2021-05-11,2021-05-11
40s,19087,15.0,2021-05-11,2021-05-11
50s,23716,65.0,2021-05-11,2021-05-11
60s,19667,221.0,2021-05-11,2021-05-11
70s,9184,532.0,2021-05-11,2021-05-11
over_80s,5500,1036.0,2021-05-11,2021-05-11
under_10s,5577,0.0,2021-05-10,2021-05-10
10s,9009,0.0,2021-05-10,2021-05-10
20s,19009,3.0,2021-05-10,2021-05-10
30s,17304,7.0,2021-05-10,2021-05-10
40s,18985,14.0,2021-05-10,2021-05-10
50s,23637,65.0,2021-05-10,2021-05-10
60s,19604,220.0,2021-05-10,2021-05-10
70s,9156,531.0,2021-05-10,2021-05-10
over_80s,5491,1035.0,2021-05-10,2021-05-10
under_10s,5521,0.0,2021-05-08,2021-05-08
10s,8907,0.0,2021-05-08,2021-05-08
20s,18860,3.0,2021-05-08,2021-05-08
30s,17158,7.0,2021-05-08,2021-05-08
40s,18840,14.0,2021-05-08,2021-05-08
50s,23461,62.0,2021-05-08,2021-05-08
60s,19453,219.0,2021-05-08,2021-05-08
70s,9083,530.0,2021-05-08,2021-05-08
over_80s,5462,1030.0,2021-05-08,2021-05-08
under_10s,5492,0.0,2021-05-07,2021-05-07
10s,8849,0.0,2021-05-07,2021-05-07
20s,18747,3.0,2021-05-07,2021-05-07
30s,17047,7.0,2021-05-07,2021-05-07
40s,18728,14.0,2021-05-07,2021-05-07
50s,23336,62.0,2021-05-07,2021-05-07
60s,19349,218.0,2021-05-07,2021-05-07
70s,9049,530.0,2021-05-07,2021-05-07
over_80s,5447,1026.0,2021-05-07,2021-05-07
under_10s,5460,0.0,2021-05-06,2021-05-06
10s,8797,0.0,2021-05-06,2021-05-06
20s,18671,3.0,2021-05-06,2021-05-06
30s,16978,7.0,2021-05-06,2021-05-06
40s,18658,14.0,2021-05-06,2021-05-06
50s,23230,62.0,2021-05-06,2021-05-06
60s,19270,216.0,2021-05-06,2021-05-06
70s,9019,527.0,2021-05-06,2021-05-06
over_80s,5436,1022.0,2021-05-06,2021-05-06
under_10s,5426,0.0,2021-05-05,2021-05-05
10s,8759,0.0,2021-05-05,2021-05-05
20s,18585,3.0,2021-05-05,2021-05-05
30s,16895,7.0,2021-05-05,2021-05-05
40s,18556,14.0,2021-05-05,2021-05-05
50s,23117,62.0,2021-05-05,2021-05-05
60s,19199,216.0,2021-05-05,2021-05-05
70s,8986,526.0,2021-05-05,2021-05-05
over_80s,5422,1019.0,2021-05-05,2021-05-05
under_10s,5394,0.0,2021-05-04,2021-05-04
10s,8702,0.0,2021-05-04,2021-05-04
20s,18487,3.0,2021-05-04,2021-05-04
30s,16790,7.0,2021-05-04,2021-05-04
40s,18439,14.0,2021-05-04,2021-05-04
50s,23001,62.0,2021-05-04,2021-05-04
60s,19097,216.0,2021-05-04,2021-05-04
70s,8951,524.0,2021-05-04,2021-05-04
over_80s,5408,1014.0,2021-05-04,2021-05-04
under_10s,5368,0.0,2021-05-03,2021-05-03
10s,8655,0.0,2021-05-03,2021-05-03
20s,18405,3.0,2021-05-03,2021-05-03
30s,16698,7.0,2021-05-03,2021-05-03
40s,18356,14.0,2021-05-03,2021-05-03
50s,22909,62.0,2021-05-03,2021-05-03
60s,19022,216.0,2021-05-03,2021-05-03
70s,8928,523.0,2021-05-03,2021-05-03
over_80s,5387,1009.0,2021-05-03,2021-05-03
under_10s,5336,0.0,2021-05-02,2021-05-02
10s,8622,0.0,2021-05-02,2021-05-02
20s,18345,3.0,2021-05-02,2021-05-02
30s,16623,7.0,2021-05-02,2021-05-02
40s,18269,14.0,2021-05-02,2021-05-02
50s,22815,62.0,2021-05-02,2021-05-02
60s,18962,216.0,2021-05-02,2021-05-02
70s,8895,523.0,2021-05-02,2021-05-02
over_80s,5373,1008.0,2021-05-02,2021-05-02
under_10s,5283,0.0,2021-04-30,2021-04-30
10s,8530,0.0,2021-04-30,2021-04-30
20s,18196,3.0,2021-04-30,2021-04-30
30s,16432,7.0,2021-04-30,2021-04-30
40s,18068,14.0,2021-04-30,2021-04-30
50s,22568,62.0,2021-04-30,2021-04-30
60s,18783,214.0,2021-04-30,2021-04-30
70s,8822,523.0,2021-04-30,2021-04-30
over_80s,5325,1005.0,2021-04-30,2021-04-30
under_10s,5253,0.0,2021-04-29,2021-04-29
10s,8487,0.0,2021-04-29,2021-04-29
20s,18093,3.0,2021-04-29,2021-04-29
30s,16333,7.0,2021-04-29,2021-04-29
40s,17960,14.0,2021-04-29,2021-04-29
50s,22466,62.0,2021-04-29,2021-04-29
60s,18687,212.0,2021-04-29,2021-04-29
70s,8782,523.0,2021-04-29,2021-04-29
over_80s,5290,1004.0,2021-04-29,2021-04-29
under_10s,5173,0.0,2021-04-27,2021-04-27
10s,8393,0.0,2021-04-27,2021-04-27
20s,17891,3.0,2021-04-27,2021-04-27
40s,17733,14.0,2021-04-27,2021-04-27
50s,22217,62.0,2021-04-27,2021-04-27
60s,18441,212.0,2021-04-27,2021-04-27
70s,8677,521.0,2021-04-27,2021-04-27
over_80s,5250,1001.0,2021-04-27,2021-04-27
under_10s,5123,0.0,2021-04-25,2021-04-25
10s,8326,0.0,2021-04-25,2021-04-25
20s,17719,3.0,2021-04-25,2021-04-25
30s,15994,7.0,2021-04-25,2021-04-25
40s,17577,14.0,2021-04-25,2021-04-25
50s,22022,62.0,2021-04-25,2021-04-25
60s,18280,212.0,2021-04-25,2021-04-25
70s,8621,520.0,2021-04-25,2021-04-25
over_80s,5225,995.0,2021-04-25,2021-04-25
under_10s,5096,0.0,2021-04-24,2021-04-24
10s,8268,0.0,2021-04-24,2021-04-24
20s,17609,3.0,2021-04-24,2021-04-24
30s,15900,7.0,2021-04-24,2021-04-24
40s,17484,14.0,2021-04-24,2021-04-24
50s,21909,62.0,2021-04-24,2021-04-24
60s,18196,212.0,2021-04-24,2021-04-24
70s,8574,520.0,2021-04-24,2021-04-24
over_80s,5207,994.0,2021-04-24,2021-04-24
under_10s,5064,0.0,2021-04-23,2021-04-23
10s,8192,0.0,2021-04-23,2021-04-23
20s,17454,3.0,2021-04-23,2021-04-23
30s,15796,7.0,2021-04-23,2021-04-23
40s,17372,14.0,2021-04-23,2021-04-23
50s,21766,62.0,2021-04-23,2021-04-23
60s,18097,212.0,2021-04-23,2021-04-23
70s,8529,519.0,2021-04-23,2021-04-23
over_80s,5188,994.0,2021-04-23,2021-04-23
under_10s,5011,0.0,2021-04-22,2021-04-22
10s,8137,0.0,2021-04-22,2021-04-22
20s,17342,3.0,2021-04-22,2021-04-22
30s,15684,7.0,2021-04-22,2021-04-22
40s,17253,14.0,2021-04-22,2021-04-22
50s,21626,61.0,2021-04-22,2021-04-22
60s,18002,212.0,2021-04-22,2021-04-22
70s,8473,519.0,2021-04-22,2021-04-22
over_80s,5133,992.0,2021-04-22,2021-04-22
under_10s,4982,0.0,2021-04-21,2021-04-21
10s,8079,0.0,2021-04-21,2021-04-21
20s,17246,3.0,2021-04-21,2021-04-21
30s,15582,7.0,2021-04-21,2021-04-21
40s,17121,14.0,2021-04-21,2021-04-21
50s,21472,61.0,2021-04-21,2021-04-21
60s,17895,211.0,2021-04-21,2021-04-21
70s,8434,518.0,2021-04-21,2021-04-21
over_80s,5115,992.0,2021-04-21,2021-04-21
under_10s,4943,0.0,2021-04-20,2021-04-20
10s,8008,0.0,2021-04-20,2021-04-20
20s,17132,3.0,2021-04-20,2021-04-20
30s,15481,7.0,2021-04-20,2021-04-20
40s,16993,14.0,2021-04-20,2021-04-20
50s,21342,61.0,2021-04-20,2021-04-20
60s,17801,211.0,2021-04-20,2021-04-20
70s,8399,515.0,2021-04-20,2021-04-20
over_80s,5096,991.0,2021-04-20,2021-04-20
under_10s,4922,0.0,2021-04-19,2021-04-19
10s,7946,0.0,2021-04-19,2021-04-19
20s,17073,3.0,2021-04-19,2021-04-19
30s,15409,7.0,2021-04-19,2021-04-19
40s,16882,14.0,2021-04-19,2021-04-19
50s,21241,61.0,2021-04-19,2021-04-19
60s,17725,211.0,2021-04-19,2021-04-19
70s,8365,515.0,2021-04-19,2021-04-19
over_80s,5083,990.0,2021-04-19,2021-04-19
under_10s,4887,0.0,2021-04-18,2021-04-18
10s,7910,0.0,2021-04-18,2021-04-18
20s,17012,3.0,2021-04-18,2021-04-18
30s,15340,7.0,2021-04-18,2021-04-18
